sale_id,product_id,customer_id,location_id,order_date_timestamp,quantity,unit_price,total_amount,discount_applied,payment_method,delivery_status,order_date
SALE00512,B07PFJ5W31,CUST0289,LOC020,2023-06-10,1,139.0,132.05,5,Card,Delivered,2023-06-10
SALE00513,B08L4SBJRY,CUST0453,LOC020,2023-06-10,4,349.0,1326.2,5,Card,Delivered,2023-06-10
SALE00514,B0B53QFZPY,CUST0387,LOC002,2023-06-11,5,1299.0,6495.0,0,UPI,Delivered,2023-06-11
SALE00515,B01J8S6X2I,CUST0182,LOC003,2023-06-11,1,499.0,449.1,10,NetBanking,Delivered,2023-06-11
SALE00516,B07DKZCZ89,CUST0410,LOC016,2023-06-11,5,119.0,565.25,5,UPI,Pending,2023-06-11
SALE00517,B08YK7BBD2,CUST0079,LOC001,2023-06-12,5,429.0,1930.5,10,COD,Delivered,2023-06-12
SALE00518,B09CMM3VGK,CUST0368,LOC015,2023-06-12,1,179.0,170.05,5,COD,Delivered,2023-06-12
SALE00519,B09JFR8H3Q,CUST0366,LOC003,2023-06-12,3,215.0,645.0,0,UPI,Pending,2023-06-12
SALE00520,B088WCFPQF,CUST0278,LOC015,2023-06-13,4,1099.0,3516.8,20,UPI,Delivered,2023-06-13
SALE00521,B0B466C3G4,CUST0166,LOC015,2023-06-13,4,8990.0,34162.0,5,UPI,Delivered,2023-06-13
SALE00522,B01DJJVFPC,CUST0354,LOC008,2023-06-13,4,269.0,860.8,20,UPI,Delivered,2023-06-13
SALE00523,B0BJ6P3LSK,CUST0113,LOC001,2023-06-14,5,4999.0,21245.75,15,UPI,Returned,2023-06-14
SALE00524,B00YMJ0OI8,CUST0197,LOC016,2023-06-14,5,2148.0,10740.0,0,NetBanking,Delivered,2023-06-14
SALE00525,B0B8VQ7KDS,CUST0288,LOC018,2023-06-14,5,1299.0,6170.25,5,NetBanking,Delivered,2023-06-14
SALE00526,B08N1WL9XW,CUST0060,LOC009,2023-06-15,4,182.0,618.8,15,UPI,Delivered,2023-06-15
SALE00527,B09PLD9TCD,CUST0177,LOC014,2023-06-15,4,26999.0,107996.0,0,COD,Delivered,2023-06-15
SALE00528,B00NFD0ETQ,CUST0397,LOC006,2023-06-15,5,1995.0,8977.5,10,NetBanking,Delivered,2023-06-15
SALE00529,B0BNDD9TN6,CUST0232,LOC017,2023-06-16,1,13990.0,13990.0,0,Card,Delivered,2023-06-16
SALE00530,B01LWYDEQ7,CUST0004,LOC016,2023-06-16,5,199.0,796.0,20,Card,Delivered,2023-06-16
SALE00531,B08N1WL9XW,CUST0020,LOC003,2023-06-16,3,182.0,491.4,10,Card,Delivered,2023-06-16
SALE00532,B06XGWRKYT,CUST0438,LOC006,2023-06-16,3,7999.0,20397.45,15,Card,Delivered,2023-06-16
SALE00533,B08JQN8DGZ,CUST0170,LOC006,2023-06-17,2,1299.0,2598.0,0,Card,Delivered,2023-06-17
SALE00534,B0811VCGL5,CUST0214,LOC009,2023-06-17,2,9970.0,18943.0,5,NetBanking,Delivered,2023-06-17
SALE00535,B07L9FW9GF,CUST0466,LOC009,2023-06-17,4,149.0,536.4,10,NetBanking,Returned,2023-06-17
SALE00536,B0B4HJNPV4,CUST0055,LOC007,2023-06-18,3,199.0,507.45,15,Card,Delivered,2023-06-18
SALE00537,B008FWZGSG,CUST0420,LOC007,2023-06-18,2,599.0,1018.3,15,COD,Delivered,2023-06-18
SALE00538,B08LW31NQ6,CUST0295,LOC020,2023-06-18,5,1439.0,6835.25,5,COD,Delivered,2023-06-18
SALE00539,B07N42JB4S,CUST0141,LOC011,2023-06-19,4,799.0,2876.4,10,UPI,Delivered,2023-06-19
SALE00540,B08WRWPM22,CUST0259,LOC005,2023-06-19,1,176.63,150.14,15,Card,Delivered,2023-06-19
SALE00541,B09PDZNSBG,CUST0128,LOC005,2023-06-19,3,2575.0,6566.25,15,Card,Returned,2023-06-19
SALE00542,B07V5YF4ND,CUST0340,LOC005,2023-06-20,2,299.0,598.0,0,NetBanking,Delivered,2023-06-20
SALE00543,B00935MD1C,CUST0023,LOC002,2023-06-20,1,2719.0,2447.1,10,UPI,Delivered,2023-06-20
SALE00544,B0141EZMAI,CUST0162,LOC008,2023-06-20,4,269.0,860.8,20,NetBanking,Delivered,2023-06-20
SALE00545,B085DTN6R2,CUST0088,LOC008,2023-06-21,2,350.0,700.0,0,Card,Delivered,2023-06-21
SALE00546,B0BDRVFDKP,CUST0423,LOC016,2023-06-21,4,569.0,2162.2,5,NetBanking,Delivered,2023-06-21
SALE00547,B01NCVJMKX,CUST0117,LOC013,2023-06-21,5,499.0,1996.0,20,UPI,Delivered,2023-06-21
SALE00548,B08D64C9FN,CUST0200,LOC004,2023-06-21,1,575.0,517.5,10,Card,Delivered,2023-06-21
SALE00549,B0B8VQ7KDS,CUST0291,LOC007,2023-06-22,4,1299.0,4676.4,10,NetBanking,Delivered,2023-06-22
SALE00550,B09T39K9YL,CUST0160,LOC014,2023-06-22,4,19999.0,75996.2,5,NetBanking,Delivered,2023-06-22
SALE00551,B08MXJYB2V,CUST0062,LOC004,2023-06-22,3,2449.0,6979.65,5,UPI,Delivered,2023-06-22
SALE00552,B01MUAUOCX,CUST0035,LOC001,2023-06-23,5,688.0,2924.0,15,UPI,Delivered,2023-06-23
SALE00553,B094JNXNPV,CUST0330,LOC011,2023-06-23,1,299.0,299.0,0,COD,Delivered,2023-06-23
SALE00554,B096MSW6CT,CUST0165,LOC012,2023-06-23,4,199.0,676.6,15,COD,Delivered,2023-06-23
SALE00555,B0BM4KTNL1,CUST0392,LOC011,2023-06-24,5,699.0,3320.25,5,Card,Delivered,2023-06-24
SALE00556,B01FSYQ2A4,CUST0445,LOC017,2023-06-24,1,1399.0,1119.2,20,Card,Delivered,2023-06-24
SALE00557,B081RLM75M,CUST0265,LOC018,2023-06-24,4,369.0,1328.4,10,NetBanking,Pending,2023-06-24
SALE00558,B0B84QN4CN,CUST0226,LOC015,2023-06-25,5,660.0,3135.0,5,Card,Delivered,2023-06-25
SALE00559,B07Q7561HD,CUST0241,LOC012,2023-06-25,5,149.0,633.25,15,Card,Delivered,2023-06-25
SALE00560,B08G43CCLC,CUST0022,LOC014,2023-06-25,4,218.0,784.8,10,UPI,Returned,2023-06-25
SALE00561,B09GFPVD9Y,CUST0427,LOC002,2023-06-26,1,8499.0,8074.05,5,NetBanking,Delivered,2023-06-26
SALE00562,B08Y55LPBF,CUST0193,LOC005,2023-06-26,1,32999.0,31349.05,5,UPI,Pending,2023-06-26
SALE00563,B0711PVX6Z,CUST0407,LOC014,2023-06-26,3,179.0,429.6,20,UPI,Delivered,2023-06-26
SALE00564,B07DL1KC3H,CUST0393,LOC012,2023-06-27,4,299.0,1076.4,10,NetBanking,Returned,2023-06-27
SALE00565,B07WGPKMP5,CUST0251,LOC002,2023-06-27,1,15499.0,15499.0,0,COD,Delivered,2023-06-27
SALE00566,B09N3BFP4M,CUST0143,LOC011,2023-06-27,4,5499.0,18696.6,15,COD,Delivered,2023-06-27
SALE00567,B08MTLLSL8,CUST0437,LOC004,2023-06-27,3,399.0,1137.15,5,NetBanking,Delivered,2023-06-27
SALE00568,B0BL11S5QK,CUST0253,LOC010,2023-06-28,3,1601.0,3842.4,20,NetBanking,Delivered,2023-06-28
SALE00569,B07W14CHV8,CUST0316,LOC010,2023-06-28,5,199.0,995.0,0,COD,Delivered,2023-06-28
SALE00570,B08L12N5H1,CUST0112,LOC011,2023-06-28,1,2099.0,2099.0,0,NetBanking,Delivered,2023-06-28
SALE00571,B07G3YNLJB,CUST0474,LOC002,2023-06-29,3,1815.0,4356.0,20,COD,Delivered,2023-06-29
SALE00572,B01M6453MB,CUST0021,LOC012,2023-06-29,2,2280.0,4104.0,10,Card,Delivered,2023-06-29
SALE00573,B07VV37FT4,CUST0040,LOC005,2023-06-29,1,250.0,237.5,5,NetBanking,Delivered,2023-06-29
SALE00574,B01NCVJMKX,CUST0452,LOC015,2023-06-30,5,499.0,2245.5,10,NetBanking,Delivered,2023-06-30
SALE00575,B009DA69W6,CUST0222,LOC013,2023-06-30,2,1699.0,3228.1,5,NetBanking,Pending,2023-06-30
SALE00576,B0BNDGL26T,CUST0032,LOC005,2023-06-30,3,499.0,1272.45,15,NetBanking,Delivered,2023-06-30
SALE00577,B0B3NDPCS9,CUST0079,LOC011,2023-07-01,2,3999.0,7198.2,10,Card,Delivered,2023-07-01
SALE00578,B097R2V1W8,CUST0075,LOC003,2023-07-01,3,2599.0,6627.45,15,COD,Delivered,2023-07-01
SALE00579,B09YV42QHZ,CUST0402,LOC019,2023-07-01,5,1499.0,5996.0,20,Card,Delivered,2023-07-01
SALE00580,B097C564GC,CUST0188,LOC018,2023-07-02,2,294.0,558.6,5,Card,Delivered,2023-07-02
SALE00581,B09NNGHG22,CUST0481,LOC002,2023-07-02,5,32990.0,131960.0,20,NetBanking,Delivered,2023-07-02
SALE00582,B0088TKTY2,CUST0301,LOC011,2023-07-02,2,649.0,1168.2,10,COD,Delivered,2023-07-02
SALE00583,B07WG8PDCW,CUST0265,LOC014,2023-07-03,5,349.0,1745.0,0,COD,Delivered,2023-07-03
SALE00584,B08CFCK6CW,CUST0147,LOC017,2023-07-03,5,1199.0,5995.0,0,COD,Delivered,2023-07-03
SALE00585,B09F6VHQXB,CUST0413,LOC003,2023-07-03,4,7390.0,29560.0,0,UPI,Returned,2023-07-03
SALE00586,B00A0VCJPI,CUST0011,LOC001,2023-07-03,2,1469.0,2644.2,10,NetBanking,Delivered,2023-07-03
SALE00587,B08XMG618K,CUST0050,LOC009,2023-07-04,2,225.0,360.0,20,UPI,Delivered,2023-07-04
SALE00588,B07NPBG1B4,CUST0157,LOC018,2023-07-04,4,1982.84,7138.22,10,Card,Delivered,2023-07-04
SALE00589,B09T3H12GV,CUST0142,LOC009,2023-07-04,1,1399.0,1399.0,0,Card,Delivered,2023-07-04
SALE00590,B07L9FW9GF,CUST0108,LOC001,2023-07-05,5,149.0,707.75,5,Card,Returned,2023-07-05
SALE00591,B0BM4KTNL1,CUST0426,LOC018,2023-07-05,3,699.0,1887.3,10,Card,Delivered,2023-07-05
SALE00592,B099SD8PRP,CUST0076,LOC020,2023-07-05,5,579.0,2316.0,20,Card,Delivered,2023-07-05
SALE00593,B0814LP6S9,CUST0250,LOC001,2023-07-06,2,351.0,666.9,5,Card,Delivered,2023-07-06
SALE00594,B094G9L9LT,CUST0265,LOC013,2023-07-06,5,999.0,4245.75,15,NetBanking,Delivered,2023-07-06
SALE00595,B07PLHTTB4,CUST0473,LOC009,2023-07-06,2,100.0,190.0,5,COD,Delivered,2023-07-06
SALE00596,B09CGLY5CX,CUST0137,LOC016,2023-07-07,4,1959.0,6660.6,15,Card,Delivered,2023-07-07
SALE00597,B08KDBLMQP,CUST0351,LOC013,2023-07-07,3,1290.0,3483.0,10,Card,Delivered,2023-07-07
SALE00598,B06XSK3XL6,CUST0317,LOC006,2023-07-07,5,571.0,2712.25,5,COD,Delivered,2023-07-07
SALE00599,B07V82W5CN,CUST0320,LOC016,2023-07-08,2,1349.0,2428.2,10,COD,Delivered,2023-07-08
SALE00600,B07VSG5SXZ,CUST0302,LOC017,2023-07-08,1,637.0,509.6,20,COD,Delivered,2023-07-08
SALE00601,B08SMJT55F,CUST0126,LOC008,2023-07-08,5,1199.0,5095.75,15,Card,Delivered,2023-07-08
SALE00602,B0B1NX6JTN,CUST0261,LOC020,2023-07-08,4,1599.0,5756.4,10,Card,Delivered,2023-07-08
SALE00603,B09J2QCKKM,CUST0157,LOC001,2023-07-09,5,1499.0,7495.0,0,Card,Delivered,2023-07-09
SALE00604,B00NH11PEY,CUST0404,LOC017,2023-07-09,2,199.0,398.0,0,NetBanking,Delivered,2023-07-09
SALE00605,B082KVTRW8,CUST0311,LOC003,2023-07-09,3,1199.0,2877.6,20,COD,Delivered,2023-07-09
SALE00606,B01GGKZ0V6,CUST0172,LOC012,2023-07-10,2,329.0,625.1,5,UPI,Delivered,2023-07-10
SALE00607,B07YSJ7FF1,CUST0043,LOC002,2023-07-10,4,645.0,2580.0,0,UPI,Pending,2023-07-10
SALE00608,B07WKBD37W,CUST0393,LOC011,2023-07-10,2,425.0,680.0,20,UPI,Delivered,2023-07-10
SALE00609,B00KXULGJQ,CUST0072,LOC014,2023-07-11,4,1889.0,7178.2,5,COD,Delivered,2023-07-11
SALE00610,B01D5H90L4,CUST0286,LOC007,2023-07-11,5,299.0,1495.0,0,UPI,Pending,2023-07-11
SALE00611,B07CRL2GY6,CUST0003,LOC015,2023-07-11,3,299.0,717.6,20,UPI,Delivered,2023-07-11
SALE00612,B08VB2CMR3,CUST0496,LOC014,2023-07-12,3,15490.0,44146.5,5,NetBanking,Delivered,2023-07-12
SALE00613,B097R4D42G,CUST0420,LOC017,2023-07-12,1,4999.0,3999.2,20,COD,Delivered,2023-07-12
SALE00614,B09SGGRKV8,CUST0429,LOC012,2023-07-12,1,199.0,169.15,15,Card,Returned,2023-07-12
SALE00615,B088GXTJM3,CUST0431,LOC018,2023-07-13,3,699.0,1782.45,15,COD,Delivered,2023-07-13
SALE00616,B00ZYLMQH0,CUST0134,LOC004,2023-07-13,5,549.0,2745.0,0,COD,Delivered,2023-07-13
SALE00617,B01N4EV2TL,CUST0426,LOC020,2023-07-13,3,1495.0,3588.0,20,COD,Delivered,2023-07-13
SALE00618,B08444S68L,CUST0136,LOC010,2023-07-14,1,12490.0,11865.5,5,UPI,Delivered,2023-07-14
SALE00619,B08XNL93PL,CUST0102,LOC008,2023-07-14,3,1399.0,3987.15,5,Card,Delivered,2023-07-14
SALE00620,B0B9RZ4G4W,CUST0413,LOC001,2023-07-14,5,799.0,3595.5,10,NetBanking,Pending,2023-07-14
SALE00621,B07VX71FZP,CUST0266,LOC005,2023-07-14,2,1199.0,2158.2,10,Card,Delivered,2023-07-14
SALE00622,B0BLV1GNLN,CUST0031,LOC004,2023-07-15,1,6490.0,6490.0,0,NetBanking,Returned,2023-07-15
SALE00623,B078V8R9BS,CUST0162,LOC010,2023-07-15,2,749.0,1198.4,20,UPI,Returned,2023-07-15
SALE00624,B0756CLQWL,CUST0226,LOC018,2023-07-15,4,1699.0,6796.0,0,Card,Delivered,2023-07-15
SALE00625,B0BL11S5QK,CUST0287,LOC007,2023-07-16,4,1601.0,5443.4,15,UPI,Delivered,2023-07-16
SALE00626,B01LONQBDG,CUST0472,LOC008,2023-07-16,3,349.0,889.95,15,NetBanking,Delivered,2023-07-16
SALE00627,B01M5F614J,CUST0077,LOC006,2023-07-16,5,6549.0,29470.5,10,Card,Pending,2023-07-16
SALE00628,B07W6VWZ8C,CUST0191,LOC010,2023-07-17,5,899.0,4270.25,5,Card,Delivered,2023-07-17
SALE00629,B09VKWGZD7,CUST0260,LOC006,2023-07-17,2,4789.0,7662.4,20,Card,Delivered,2023-07-17
SALE00630,B09P18XVW6,CUST0262,LOC019,2023-07-17,4,2499.0,8996.4,10,COD,Delivered,2023-07-17
SALE00631,B0B9BXKBC7,CUST0468,LOC013,2023-07-18,5,1799.0,8545.25,5,COD,Delivered,2023-07-18
SALE00632,B07WG8PDCW,CUST0120,LOC015,2023-07-18,1,349.0,314.1,10,Card,Delivered,2023-07-18
SALE00633,B08R69WBN7,CUST0201,LOC011,2023-07-18,2,149.0,253.3,15,Card,Delivered,2023-07-18
SALE00634,B09CMP1SC8,CUST0115,LOC013,2023-07-19,3,199.0,597.0,0,Card,Delivered,2023-07-19
SALE00635,B07SY4C3TD,CUST0044,LOC007,2023-07-19,3,596.0,1519.8,15,NetBanking,Returned,2023-07-19
SALE00636,B09GB5B4BK,CUST0355,LOC008,2023-07-19,4,599.0,2036.6,15,NetBanking,Delivered,2023-07-19
SALE00637,B0B3TBY2YX,CUST0126,LOC016,2023-07-19,1,1260.0,1260.0,0,UPI,Delivered,2023-07-19
SALE00638,B0819ZZK5K,CUST0026,LOC014,2023-07-20,5,1109.0,5267.75,5,NetBanking,Delivered,2023-07-20
SALE00639,B0B5B6PQCT,CUST0367,LOC009,2023-07-20,2,1999.0,3198.4,20,COD,Delivered,2023-07-20
SALE00640,B0B1NX6JTN,CUST0236,LOC016,2023-07-20,1,1599.0,1359.15,15,UPI,Delivered,2023-07-20
SALE00641,B08VJFYH6N,CUST0346,LOC004,2023-07-21,3,948.0,2844.0,0,COD,Returned,2023-07-21
SALE00642,B07Q4NJQC5,CUST0032,LOC008,2023-07-21,2,295.0,560.5,5,COD,Delivered,2023-07-21
SALE00643,B0B5F3YZY4,CUST0486,LOC006,2023-07-21,4,449.0,1706.2,5,NetBanking,Delivered,2023-07-21
SALE00644,B07PLHTTB4,CUST0314,LOC014,2023-07-22,1,100.0,80.0,20,UPI,Delivered,2023-07-22
SALE00645,B07N8RQ6W7,CUST0398,LOC017,2023-07-22,4,134.0,455.6,15,Card,Delivered,2023-07-22
SALE00646,B09ZTZ9N3Q,CUST0331,LOC015,2023-07-22,2,1049.0,1783.3,15,NetBanking,Delivered,2023-07-22
SALE00647,B00NH13Q8W,CUST0057,LOC019,2023-07-23,5,299.0,1196.0,20,Card,Delivered,2023-07-23
SALE00648,B092R48XXB,CUST0316,LOC013,2023-07-23,4,18999.0,75996.0,0,NetBanking,Delivered,2023-07-23
SALE00649,B08FYB5HHK,CUST0015,LOC004,2023-07-23,3,1199.0,3237.3,10,UPI,Delivered,2023-07-23
SALE00650,B0B466C3G4,CUST0467,LOC018,2023-07-24,4,8990.0,30566.0,15,UPI,Pending,2023-07-24
SALE00651,B09JS94MBV,CUST0381,LOC019,2023-07-24,1,1399.0,1119.2,20,UPI,Delivered,2023-07-24
SALE00652,B08TT63N58,CUST0498,LOC020,2023-07-24,2,499.0,798.4,20,COD,Delivered,2023-07-24
SALE00653,B09MQSCJQ1,CUST0212,LOC020,2023-07-25,3,2299.0,6552.15,5,NetBanking,Pending,2023-07-25
SALE00654,B0BJ966M5K,CUST0041,LOC013,2023-07-25,4,4999.0,19996.0,0,NetBanking,Returned,2023-07-25
SALE00655,B09MM6P76N,CUST0214,LOC010,2023-07-25,3,349.0,994.65,5,UPI,Delivered,2023-07-25
SALE00656,B01M6453MB,CUST0059,LOC017,2023-07-25,4,2280.0,8208.0,10,UPI,Delivered,2023-07-25
SALE00657,B0789LZTCJ,CUST0233,LOC018,2023-07-26,3,299.0,762.45,15,Card,Delivered,2023-07-26
SALE00658,B0BBVKRP7B,CUST0038,LOC001,2023-07-26,4,281.0,1124.0,0,COD,Delivered,2023-07-26
SALE00659,B08GM5S4CQ,CUST0435,LOC012,2023-07-26,3,6990.0,16776.0,20,COD,Delivered,2023-07-26
SALE00660,B097XJQZ8H,CUST0025,LOC007,2023-07-27,4,2464.0,8870.4,10,UPI,Delivered,2023-07-27
SALE00661,B07HK53XM4,CUST0179,LOC019,2023-07-27,5,279.0,1325.25,5,COD,Delivered,2023-07-27
SALE00662,B09JFR8H3Q,CUST0457,LOC010,2023-07-27,3,215.0,580.5,10,Card,Delivered,2023-07-27
SALE00663,B01J1CFO5I,CUST0466,LOC002,2023-07-28,4,299.0,1196.0,0,COD,Delivered,2023-07-28
SALE00664,B07LFWP97N,CUST0026,LOC011,2023-07-28,1,269.0,228.65,15,NetBanking,Returned,2023-07-28
SALE00665,B07QHHCB27,CUST0106,LOC017,2023-07-28,4,1499.0,4796.8,20,NetBanking,Delivered,2023-07-28
SALE00666,B07DJ5KYDZ,CUST0449,LOC018,2023-07-29,4,1249.0,4996.0,0,COD,Delivered,2023-07-29
SALE00667,B009P2L7CO,CUST0201,LOC017,2023-07-29,1,1099.0,879.2,20,COD,Delivered,2023-07-29
SALE00668,B00CEQEGPI,CUST0021,LOC013,2023-07-29,3,1345.0,3631.5,10,NetBanking,Delivered,2023-07-29
SALE00669,B07DJLFMPS,CUST0268,LOC004,2023-07-30,2,369.0,664.2,10,COD,Delivered,2023-07-30
SALE00670,B08K36NZSV,CUST0248,LOC011,2023-07-30,2,499.0,948.1,5,NetBanking,Delivered,2023-07-30
SALE00671,B08ZJDWTJ1,CUST0360,LOC019,2023-07-30,3,4098.0,9835.2,20,UPI,Returned,2023-07-30
SALE00672,B073BRXPZX,CUST0215,LOC017,2023-07-30,4,289.0,924.8,20,COD,Delivered,2023-07-30
SALE00673,B0148NPH9I,CUST0445,LOC005,2023-07-31,5,2640.0,11880.0,10,UPI,Delivered,2023-07-31
SALE00674,B09N3ZNHTY,CUST0037,LOC012,2023-07-31,3,1499.0,3822.45,15,COD,Delivered,2023-07-31
SALE00675,B09G5TSGXV,CUST0128,LOC006,2023-07-31,2,254.0,482.6,5,UPI,Delivered,2023-07-31
SALE00676,B07TCN5VR9,CUST0057,LOC017,2023-08-01,3,329.0,987.0,0,UPI,Delivered,2023-08-01
SALE00677,B07FL3WRX5,CUST0251,LOC009,2023-08-01,1,3299.0,2639.2,20,Card,Delivered,2023-08-01
SALE00678,B09MQSCJQ1,CUST0230,LOC007,2023-08-01,1,2299.0,1954.15,15,Card,Returned,2023-08-01
SALE00679,B0BBW521YC,CUST0246,LOC004,2023-08-02,1,99.0,84.15,15,COD,Delivered,2023-08-02
SALE00680,B01EZ0X3L8,CUST0093,LOC006,2023-08-02,1,729.0,619.65,15,NetBanking,Delivered,2023-08-02
SALE00681,B0BHYLCL19,CUST0253,LOC005,2023-08-02,2,193.0,328.1,15,COD,Delivered,2023-08-02
SALE00682,B0B59K1C8F,CUST0093,LOC009,2023-08-03,4,179.0,608.6,15,COD,Delivered,2023-08-03
SALE00683,B002SZEOLG,CUST0289,LOC014,2023-08-03,2,749.0,1498.0,0,UPI,Delivered,2023-08-03
SALE00684,B082T6GVG9,CUST0217,LOC004,2023-08-03,3,689.0,1653.6,20,Card,Delivered,2023-08-03
SALE00685,B0B4F52B5X,CUST0036,LOC012,2023-08-04,1,10999.0,10449.05,5,COD,Delivered,2023-08-04
SALE00686,B0846D5CBP,CUST0173,LOC010,2023-08-04,5,1295.0,5827.5,10,COD,Delivered,2023-08-04
SALE00687,B0B1NX6JTN,CUST0116,LOC005,2023-08-04,2,1599.0,2878.2,10,COD,Delivered,2023-08-04
SALE00688,B08CZHGHKH,CUST0032,LOC016,2023-08-05,1,499.0,424.15,15,COD,Returned,2023-08-05
SALE00689,B09YLX91QR,CUST0203,LOC012,2023-08-05,4,179.0,644.4,10,NetBanking,Delivered,2023-08-05
SALE00690,B0083T231O,CUST0262,LOC006,2023-08-05,3,1289.0,3286.95,15,Card,Delivered,2023-08-05
SALE00691,B0814P4L98,CUST0346,LOC004,2023-08-05,4,351.0,1404.0,0,UPI,Delivered,2023-08-05
SALE00692,B0BP89YBC1,CUST0072,LOC002,2023-08-06,2,1499.0,2998.0,0,NetBanking,Delivered,2023-08-06
SALE00693,B08CDKQ8T6,CUST0141,LOC003,2023-08-06,2,154.0,246.4,20,NetBanking,Returned,2023-08-06
SALE00694,B085194JFL,CUST0197,LOC013,2023-08-06,5,279.0,1116.0,20,Card,Delivered,2023-08-06
SALE00695,B07S7DCJKS,CUST0368,LOC004,2023-08-07,4,199.0,676.6,15,NetBanking,Delivered,2023-08-07
SALE00696,B0B8CHJLWJ,CUST0236,LOC019,2023-08-07,4,299.0,1076.4,10,UPI,Delivered,2023-08-07
SALE00697,B00E3DVQFS,CUST0229,LOC017,2023-08-07,4,879.0,2812.8,20,UPI,Returned,2023-08-07
SALE00698,B07G147SZD,CUST0071,LOC019,2023-08-08,3,2699.0,7287.3,10,COD,Delivered,2023-08-08
SALE00699,B07Y9PY6Y1,CUST0359,LOC016,2023-08-08,2,6525.0,12397.5,5,UPI,Returned,2023-08-08
SALE00700,B097R4D42G,CUST0032,LOC018,2023-08-08,1,4999.0,4999.0,0,Card,Delivered,2023-08-08
SALE00701,B08QSC1XY8,CUST0359,LOC001,2023-08-09,5,389.0,1653.25,15,COD,Delivered,2023-08-09
SALE00702,B00KRCBA6E,CUST0474,LOC012,2023-08-09,1,2499.0,2249.1,10,NetBanking,Delivered,2023-08-09
SALE00703,B08R69VDHT,CUST0347,LOC018,2023-08-09,3,115.0,327.75,5,UPI,Delivered,2023-08-09
SALE00704,B08PZ6HZLT,CUST0178,LOC018,2023-08-10,4,8999.0,28796.8,20,NetBanking,Delivered,2023-08-10
SALE00705,B085CZ3SR1,CUST0207,LOC009,2023-08-10,4,499.0,1696.6,15,NetBanking,Delivered,2023-08-10
SALE00706,B08RDWBYCQ,CUST0098,LOC002,2023-08-10,3,549.0,1317.6,20,COD,Delivered,2023-08-10
SALE00707,B09XTQFFCG,CUST0484,LOC005,2023-08-10,1,2669.0,2535.55,5,Card,Delivered,2023-08-10
SALE00708,B07JNVF678,CUST0314,LOC007,2023-08-11,1,349.0,349.0,0,NetBanking,Returned,2023-08-11
SALE00709,B09RZS1NQT,CUST0051,LOC010,2023-08-11,2,199.0,378.1,5,COD,Returned,2023-08-11
SALE00710,B084BR3QX8,CUST0189,LOC011,2023-08-11,4,149.0,596.0,0,UPI,Delivered,2023-08-11
SALE00711,B07P1BR7L8,CUST0368,LOC009,2023-08-12,1,8599.0,7739.1,10,COD,Delivered,2023-08-12
SALE00712,B09J2SCVQT,CUST0482,LOC002,2023-08-12,5,1969.0,9352.75,5,Card,Delivered,2023-08-12
SALE00713,B08JQN8DGZ,CUST0412,LOC010,2023-08-12,1,1299.0,1299.0,0,COD,Delivered,2023-08-12
SALE00714,B081FJWN52,CUST0235,LOC003,2023-08-13,4,339.0,1356.0,0,UPI,Delivered,2023-08-13
SALE00715,B09NKZXMWJ,CUST0264,LOC013,2023-08-13,5,139.0,590.75,15,COD,Delivered,2023-08-13
SALE00716,B09BNXQ6BR,CUST0478,LOC002,2023-08-13,3,2799.0,7557.3,10,COD,Delivered,2023-08-13
SALE00717,B07VZYMQNZ,CUST0295,LOC017,2023-08-14,2,1180.0,1888.0,20,NetBanking,Delivered,2023-08-14
SALE00718,B01GGKYKQM,CUST0347,LOC020,2023-08-14,2,219.0,350.4,20,NetBanking,Delivered,2023-08-14
SALE00719,B09T37CKQ5,CUST0055,LOC018,2023-08-14,1,239.0,203.15,15,Card,Delivered,2023-08-14
SALE00720,B0BCVJ3PVP,CUST0335,LOC002,2023-08-15,4,499.0,1796.4,10,UPI,Delivered,2023-08-15
SALE00721,B0B3MWYCHQ,CUST0033,LOC007,2023-08-15,5,2999.0,11996.0,20,NetBanking,Delivered,2023-08-15
SALE00722,B09YV4MW2T,CUST0087,LOC017,2023-08-15,3,2199.0,5937.3,10,UPI,Delivered,2023-08-15
SALE00723,B09YL9SN9B,CUST0329,LOC013,2023-08-16,3,15990.0,47970.0,0,UPI,Delivered,2023-08-16
SALE00724,B00S2SEV7K,CUST0483,LOC009,2023-08-16,3,90.0,256.5,5,NetBanking,Delivered,2023-08-16
SALE00725,B09NNZ1GF7,CUST0025,LOC014,2023-08-16,3,445.0,1335.0,0,Card,Delivered,2023-08-16
SALE00726,B00AXHBBXU,CUST0479,LOC005,2023-08-16,2,522.0,939.6,10,COD,Delivered,2023-08-16
SALE00727,B0B8ZKWGKD,CUST0391,LOC001,2023-08-17,2,893.0,1428.8,20,COD,Delivered,2023-08-17
SALE00728,B08JD36C6H,CUST0190,LOC007,2023-08-17,4,349.0,1186.6,15,NetBanking,Delivered,2023-08-17
SALE00729,B088Z1YWBC,CUST0296,LOC006,2023-08-17,1,9490.0,9490.0,0,Card,Delivered,2023-08-17
SALE00730,B07SRM58TP,CUST0158,LOC019,2023-08-18,5,1665.0,7908.75,5,Card,Returned,2023-08-18
SALE00731,B07WKBD37W,CUST0360,LOC008,2023-08-18,1,425.0,382.5,10,NetBanking,Delivered,2023-08-18
SALE00732,B01J1CFO5I,CUST0009,LOC015,2023-08-18,3,299.0,807.3,10,COD,Delivered,2023-08-18
